product_name,packaging,main_category,nutrition_grade_fr,nutrition_score,fat_g,carbohydrates_g,proteins_g,additives_n,ingredients_from_palm_oil_n,fp_lat,fp_lon,contains_additives
Lait 2eme age,"sachet,plastique",dairies,e,33,23.6,61.9,9.6,1,1,47.63,-2.67,1
Guigoz confort 1er âge formule épaissie 800g,boite,laits-maternises,e,26,25.7,61.1,9.4,5,1,47.63,-2.67,1
Lait Guigoz confort 2,boîte métalique,baby-foods,e,27,23.5,61.7,9.9,11,0,47.63,-2.67,1
Nidal 1 Plus Formule épaissie + FOS / GOS*,"boîte métal,opercule métal,couvercle plastique,cuillère plastique",baby-foods,e,22,25.7,59.5,9.5,7,1,47.63,-2.67,1
NOIR,feuille de papier,sugary-snacks,e,21,34.7,50.6,4.9,1,0,47.63,-2.67,1
Cône à l'Américaine Vanilla Pécan,"carton,surgelé",desserts,d,16,13.3,42.1,3.2,9,1,47.63,-2.67,1
Extrême Recette très onctueuse A l'Américaine Cookies & Cream,"carton,surgelé",desserts,c,8,9.0,25.4,2.27,9,0,49.43,2.08,1
Nestlé - eXtrême - Chocolate Brownie,"carton,surgelé",desserts,c,7,8.82,25.0,1.82,12,0,49.43,2.08,1
Tomate frito,tetra brik,groceries,c,4,3.3,9.0,1.4,0,0,47.63,-2.67,0
Coeur de Bouillon Bouquet Garni,"carton,coupelles",groceries,c,9,4.0,24.5,1.8,2,0,47.63,-2.67,1
Corsé,"papier,aluminium",sugary-snacks,d,18,36.5,40.9,7.2,1,0,47.63,-2.67,1
Dessert Lait,"papier,aluminium",sugary-snacks,e,21,34.3,53.3,6.3,1,0,47.63,-2.67,1
Perrier Agrumes,"plastique,bouteille,bouteille - bouchon et opercule à recycler",beverages,b,0,0.0,0.0,0.0,0,0,43.73,4.22,0
Perrier saveur agrumes sans sucres,bouteille,beverages,b,1,0.0,0.0,0.0,0,0,43.73,4.22,0
Kit Kat mini,"sachet,plastique",sugary-snacks,e,25,29.1,61.4,5.4,1,0,47.63,-2.67,1
10 Kit Kat,plastique,sugary-snacks,e,24,27.7,60.0,6.8,2,0,47.63,-2.67,1
Chocapic (nouvelle recette),"carton,sachet,plastique,boîte",plant-based-foods-and-beverages,c,7,4.5,75.8,8.1,3,0,47.63,-2.67,1
Regina,carton,frozen-foods,c,3,7.8,23.5,9.6,0,0,47.63,-2.67,0
La Grandiosa 4 Formaggi,"carton,surgelé",frozen-foods,c,10,10.8,22.7,12.0,1,0,50.13,3.42,1
Dolce Gusto Nesquik,"carton,dosettes,capsules",beverages,e,12,5.6,15.76,15.6,4,0,47.63,-2.67,1
Capsules de café au lait,box,beverages,d,6,1.1,1.6,1.2,3,0,47.63,-2.67,1
Lait Concentré Sucré,"plastique,tube",dairies,e,20,8.0,56.0,7.3,0,0,47.63,-2.67,0
"Pizza Four à Pierre - Poulet, Mozzarella et Sauce Façon Pesto","carton,surgelé,plastique",frozen-foods,c,9,7.0,21.5,11.3,7,0,47.63,-2.67,1
P'tit brassé saveur nature sucré,"pack,carton,pot,plastique",baby-foods,b,2,3.1,11.0,3.2,2,0,47.63,-2.67,1
KitKat,plastic,ciocolată-cu-lapte,e,24,27.7,60.0,6.8,0,0,47.63,-2.67,0
Lion caramel & chocolat,"carton,plastique,boîte",plant-based-foods-and-beverages,d,11,7.4,75.7,7.5,4,1,47.63,-2.67,1
Fitness chocolat au lait,boite en carton,plant-based-foods-and-beverages,c,10,6.2,73.3,8.0,8,0,47.63,-2.67,1
Nesquik goût Extra Choco,"boîte,plastique,boîte",beverages,e,17,1.9,9.2,3.8,2,0,47.63,-2.67,1
Nesquik,boîte,beverages,e,17,1.8,9.8,3.6,0,0,47.63,-2.67,0
Smoothie Pomme banane mangue ananas,"sachet,plastique",beverages,d,7,1.0,13.5,0.6,1,0,47.63,-2.67,1
Le Parfait,carton,spreads,d,16,20.7,11.0,7.4,1,0,47.63,-2.67,1
Fumet de Poisson,"conserve,boîte",aides-culinaires,d,15,1.1,50.6,12.3,0,0,47.63,-2.67,0
Céréales Lion - Caramel & Chocolat,"carton,plastique,boîte,sachet",plant-based-foods-and-beverages,c,10,7.6,76.0,7.3,6,0,47.63,-2.67,1
Céréales Lion Caramel & Chocolat,"plastique,carton",plant-based-foods-and-beverages,c,10,7.6,76.0,7.3,6,0,47.63,-2.67,1
Chokella,"carton,sachet plastique",plant-based-foods-and-beverages,c,10,9.4,69.9,6.3,8,1,47.63,-2.67,1
P'tit Gourmand Mini Semoule au Lait,"coupelles,plastique",baby-foods,b,2,3.2,13.1,3.4,3,0,47.63,-2.67,1
Sauce Champignons Saveur à l'Ancienne ,sachet,groceries,e,22,33.4,38.4,11.2,2,1,47.63,-2.67,1
Sauce Béchamel Saveur à l'Ancienne,sachet,groceries,e,26,36.4,47.4,4.7,1,1,47.63,-2.67,1
Sauce Chasseur,sachet,groceries,c,6,2.4,5.8,1.2,2,1,47.63,-2.67,1
Sauce Hollandaise,sachet,groceries,e,24,27.0,47.2,9.9,3,0,47.63,-2.67,1
Sauce Poivre Vert (4 personnes),sachet,groceries,e,24,19.8,51.4,12.9,0,0,47.63,-2.67,0
Arôme,"verre,bouteille",groceries,c,8,0.0,2.8,3.5,1,0,47.63,-2.67,1
Chocolate Extrafino con Dulce de Leche,papier,sugary-snacks,e,27,34.6,54.5,6.3,2,1,47.63,-2.67,1
Dolce Gusto Cortado Descaf,"sachet,plastique",beverages,d,6,1.4,2.0,1.5,3,0,47.63,-2.67,1
Chocapic Coeur fondant - Maxi format,"carton,plastique",plant-based-foods-and-beverages,d,11,9.9,68.8,8.2,3,0,47.63,-2.67,1
Chocapic Recheados,cartão,plant-based-foods-and-beverages,c,9,9.9,68.7,8.0,2,0,47.63,-2.67,1
Chocapic Cœur Fondant,"boîte,carton,sachet,plastique",plant-based-foods-and-beverages,c,10,10.0,68.4,7.9,5,1,47.63,-2.67,1
Pensal Farinha com cacau,"carton,boîte,sachet,plastique",plant-based-foods-and-beverages,b,0,3.1,28.6,9.9,3,0,47.63,-2.67,1
2 Gourmet Filets Au Citron Findus,"carton,sachet cuisson,surgelé",seafood,b,1,9.3,0.4,15.1,1,0,47.63,-2.67,1
P'tit Brassé Mini Abricot,"plastique,carton,coupelles",baby-foods,c,4,3.4,15.7,3.0,3,0,47.63,-2.67,1
P'tit Brassé mini poire,"carton,plastique,pots",baby-foods,c,4,3.4,15.7,3.0,3,0,47.63,-2.67,1
Nesquik Coeur Lacté,"carton,plastique",plant-based-foods-and-beverages,c,10,9.1,70.0,7.9,6,0,47.63,-2.67,1
P'tit brassé mini banane,"carton,plastique,pots",baby-foods,c,4,3.4,16.0,3.0,3,0,47.63,-2.67,1
P'tit Gourmand choco biscuité,"pack,carton,coupelle,plastique",sugary-snacks,b,1,3.0,12.7,3.3,4,1,48.12,6.53,1
P'tit Gourmand saveur choco vanille,"pack,carton,coupelles,plastique",sugary-snacks,b,1,2.2,13.0,3.1,3,0,48.12,6.53,1
Glace Chocolat Noir façon Truffe La Laitière,"carton,plastique,surgelé",desserts,b,2,4.9,15.6,2.3,6,0,49.43,2.08,1
Nesquik Sabor Fresa,"boîte,plastique",beverages,e,20,0.0,97.6,0.1,0,0,47.63,-2.67,0
Pizza Fromages Tomates Basilic ,carton,frozen-foods,d,11,9.3,20.6,12.7,1,0,47.63,-2.67,1
"Spaghetti sauce à l'italienne, touche d'origan ","assiette,sous atmosphère protectrice,plastique",meats,a,-2,1.9,8.9,2.9,0,0,47.63,-2.67,0
"NaturNes riz, champignons, sole tropicale",assiette,baby-foods,a,-1,1.6,7.5,2.4,0,0,47.63,-2.67,0
"NaturNes Panier de légumes, Volaille, Touche de persil",assiette,meats,a,-1,2.0,7.8,2.5,0,0,47.63,-2.67,0
"NaturNes Mijoté de légumes, boeuf","plastique,assiette",meats,a,-1,2.0,7.8,2.9,0,0,47.63,-2.67,0
"NaturNes Jardinière de légumes, Veau et tendre blé",assiette,meats,a,-2,2.1,7.2,2.6,0,0,47.63,-2.67,0
"NaturNes Ratatouille, Agneau aux herbes de provence",assiette,meats,a,-1,2.5,8.8,2.9,0,0,47.63,-2.67,0
"NaturNes Etuvée de légumes, Merlu blanc aux épices douces",assiette,baby-foods,a,-2,1.9,8.2,2.6,0,0,47.63,-2.67,0
"NaturNes Légumes du jardin, Jambon","plastique,assiette",meats,a,-3,2.2,10.1,3.5,0,0,47.63,-2.67,0
Tendre Noix Bouquet de Saveurs aux 3 poivres,"barquette,plastique",meats,c,5,3.0,0.4,20.0,2,0,48.53,7.72,1
Hot Dog Fromage x 2 (Baguette),"frais,barquette et film plastique à jeter,sous atmosphère protectrice",fresh-foods,d,12,11.7,30.5,11.7,9,0,50.38,2.33,1
Nesquick,kunststoff,breakfasts,d,11,2.9,81.1,4.8,1,0,47.63,-2.67,1
Le lait concentré sucré demi-écrémé,carton,dairies,d,16,4.0,57.1,9.0,1,0,47.63,-2.67,1
Hot Dog Cheese Pain Moelleux (x 2),"frais,barquette et film plastique à jeter,sous atmosphère protectrice",fresh-foods,d,14,14.1,28.0,12.0,11,0,50.38,2.33,1
P'tit Souper Crème de Légumes et Tendre Blé,"pot,plastique,carton",baby-foods,a,-1,1.4,9.0,2.0,0,0,47.63,-2.67,0
"P'tit Souper Crème de Légumes verts, Petits Pâtes avec du lait","carton,plastique",baby-foods,a,-2,1.7,8.2,2.0,1,0,47.63,-2.67,1
"Le Bon Paris, Plaisir & Légèreté (4 Tranches Fines)","frais,barquette et film plastique à jeter,sous atmosphère protectrice",fresh-foods,c,4,1.9,0.4,21.0,2,0,50.38,2.33,1
P'tit souper macaroni tomates courgettes,"pack,carton,pots,plastique",baby-foods,a,-1,1.9,7.6,1.9,1,0,47.63,-2.67,1
Nestlé Grand Chocolat - Éclat caramel,sachet plastique,sugary-snacks,e,26,28.6,61.5,6.0,1,0,47.63,-2.67,1
Nestlé Junior Babicao 1+,"sachet,plastique",beverages,e,17,2.5,81.8,9.0,0,0,47.63,-2.67,0
P'tit Brassé saveur Nature sucré,"plastique,pot,carton",baby-foods,b,2,3.1,11.0,3.2,2,0,47.63,-2.67,1
Postre de frutas &quot;Nestlé&quot; 6 frutas con galleta,"cartón,tarro",baby-foods,b,1,0.3,18.0,0.9,0,0,47.63,-2.67,0
Pâte à Pizza Epaisse&rectangulaire,"frais,plastique,papier sulfurisé,atmosphère protectrice",pizza-dough,d,11,6.6,44.0,6.65,0,1,47.63,-2.67,0
Papillotes Côtes de Porc - Tomates et Herbes Méditerranéennes,"sachet,plastique",groceries,d,12,3.8,50.8,7.3,0,0,47.63,-2.67,0
Nestlé - Fitness - Chocolat Blanc,carton,plant-based-foods-and-beverages,d,11,6.7,73.3,7.7,6,0,47.63,-2.67,1
Jambon Tendre Noix Supérieur -25% de sel 4 tranches + 1 gratuite,"barquette,plastique,frais,conditionné sous atmosphère protectrice",meats,c,3,2.9,0.5,20.0,3,0,47.63,-2.67,1
Chocolate negro para repostería Intenso 65% cacao,papel,sugary-snacks,d,18,37.5,40.8,7.2,1,0,47.63,-2.67,1
"NaturNes Petits légumes, Colin d'Alaska et coulis de tomates au basilic","plastique,assiette",baby-foods,a,-2,1.9,8.4,2.5,1,0,47.63,-2.67,1
Salsa napolitana &quot;Solís&quot;,tetra brik,groceries,c,6,3.8,7.1,1.4,0,0,47.63,-2.67,0
Fürst Pückler Art,"pp,♷",desserts,c,7,4.4,15.5,1.3,6,0,47.63,-2.67,1
Nesquik,"boite,plastique",beverages,e,17,1.8,9.8,3.6,4,0,47.63,-2.67,1
Croustine de poulet goût barbecue,sachet,aide-culinaire,d,13,6.7,67.3,10.9,5,0,47.63,-2.67,1
Soupe deshydratee velours de crevettes et langoustines,"sachet,plastique",beverages,e,10,0.8,6.4,1.1,2,0,47.63,-2.67,1
Grand Chocolat Éclat Noir aux Éclats de fève de Cacao Noir,carton,sugary-snacks,e,20,35.3,45.2,7.7,1,0,47.63,-2.67,1
Grand Chocolat - Fondant aux amandes (Noir),carton,sugary-snacks,e,21,34.5,51.3,6.0,1,0,47.63,-2.67,1
Crème Croquante,cartón,sugary-snacks,e,25,38.5,47.3,8.9,2,0,47.63,-2.67,1
Fraîch'Up - 3 viandes poulet bœuf pepperoni ,"boîte,carton,surgelé",frozen-foods,b,1,8.4,26.4,12.1,5,0,47.63,-2.67,1
"20 Original Knacki, 100 % Pur Porc","frais,sachet plastique,sous-vide",fresh-foods,d,17,23.0,2.0,12.0,4,0,50.38,2.33,1
Tendre Noix au torchon -25% de sel,"barquette,plastique",meats,c,3,3.0,0.5,20.0,3,0,48.53,7.72,1
Grand chocolat noir 75% ,"carton,aluminium",sugary-snacks,d,17,45.2,28.4,8.4,0,0,47.63,-2.67,0
Pâte à Chaussons,"film,plastique",pates-a-chaussons,d,13,13.1,47.9,6.8,3,0,47.63,-2.67,1
Ambiance,carton,sugary-snacks,e,21,35.7,50.5,6.1,3,0,47.63,-2.67,1
Grand Chocolat Noir 84%,"carton,aluminium",sugary-snacks,d,15,51.9,19.8,9.0,0,0,47.63,-2.67,0
Lait De Croissance 1+,brique,beverages,e,14,5.0,9.1,1.6,1,0,47.63,-2.67,1
Café Crème,"surgelé,barquette & couvercle plastique,etiquette papier",dairies,c,4,3.2,15.7,1.2,8,0,47.63,-2.67,1
"Le Bon Paris, À l'Étouffée (4 Tranches)","frais,barquette et film plastique à jeter,sous atmosphère protectrice",fresh-foods,c,3,2.5,0.5,20.0,2,0,50.38,2.33,1
"10 Original Knacki, 100 % Pur Porc","frais,sachet plastique à jeter,sous-vide",fresh-foods,d,17,23.0,2.0,12.0,4,0,50.38,2.33,1
Nestlé - Desserts - Fondant au Chocolat,"boite carton,sachets plastiques",sugary-snacks,e,21,19.3,68.6,4.4,2,0,47.63,-2.67,1
P'tit souper - céréales du soir Légumes variés,carton,baby-foods,a,-1,1.2,84.1,8.0,5,0,47.63,-2.67,1
"6 Original Knacki, 100 % Pur Porc","frais,sachet plastique à jeter,sous-vide",fresh-foods,d,17,23.0,2.0,12.0,4,0,50.38,2.33,1
"4 Original Knacki, 100 % Pur Porc","frais,sachet plastique,sous-vide",fresh-foods,d,17,23.0,2.0,12.0,3,0,47.63,-2.67,1
Cookies aux pépites de chocolat,"sachet,plastique",sugary-snacks,d,15,11.3,75.4,5.7,2,0,47.63,-2.67,1
"My Moment, Citron-Limette","sachet,plastique",beverages,e,12,0.2,8.1,0.5,2,0,47.63,-2.67,1
Lion peanut,plastique,sugary-snacks,e,24,26.2,54.8,9.2,1,0,47.63,-2.67,1
Extrême Original Cône Vanille Praliné,"carton,surgelé,papier",desserts,d,15,15.0,36.0,3.2,6,1,47.63,-2.67,1
P'tit pot Les Minis Pomme de Terre,"pots,verre,carton",baby-foods,a,-1,0.1,7.6,1.0,0,0,47.63,-2.67,0
Crème glacée Vanille Amandes Caramélisées La Laitière (nouvelle recette),"carton,couvercle plastique,opercule,surgelé",desserts,c,4,5.6,16.9,1.7,10,0,49.43,2.08,1
Chocolat Noisettes façon Rocher La Laitière (nouvelle recette),"carton,couvercle plastique,opercule,surgelé",desserts,c,3,6.0,15.7,1.9,8,0,49.43,2.08,1
Les Sélections Parfum Crème Brulée,"surgelé,barquette & couvercle plastique,etiquette papier",desserts,d,14,11.01,35.35,2.9,6,1,47.63,-2.67,1
"Glace vanille pécan caramel beurre salé, La Laitière","surgelés,baquette plastique,film plastique",desserts,d,11,10.52,29.62,2.8,7,0,47.63,-2.67,1
Crème glacée Parfum Crème Brûlée,"plastique,surgelé",desserts,c,7,5.7,18.3,1.5,6,1,47.63,-2.67,1
Céréales Lion Caramel & Chocolat,"carton,plastique",plant-based-foods-and-beverages,d,11,7.4,75.7,7.5,5,1,47.63,-2.67,1
Risotto aux courgettes,"plastique,carton,pack,pot",baby-foods,a,-1,2.3,8.1,2.4,1,0,47.63,-2.67,1
"Carottes, Potiron, Semoule","plastique,carton",baby-foods,a,-1,1.8,8.5,2.0,0,0,47.63,-2.67,0
Extrême vanille praliné,"carton,surgelé",desserts,c,9,9.5,21.3,2.0,6,0,49.43,2.08,1
Les Pavés Gourmands Jambon Fromage & Sauce Provençale,"barquette,plastique,décongelé",sandwiches,c,3,6.0,31.0,9.0,8,0,50.38,2.33,1
Dés de Cervelas ,"frais,sachet plastique,sous atmosphère protectrice",fresh-foods,e,19,25.0,0.8,12.0,9,0,48.53,7.72,1
"Dés de Rôti de Porc, Grillés","frais,sachet plastique,sous atmosphère protectrice",fresh-foods,d,11,4.5,1.0,22.0,4,0,47.63,-2.67,1
Grand Chocolat Noir Raisins amandes noisettes,"carton,feuille métal",sugary-snacks,e,19,33.6,42.9,7.5,1,0,47.63,-2.67,1
Grand chocolat noir noisettes entières,"carton,aluminium",sugary-snacks,d,18,41.7,36.2,8.7,1,0,47.63,-2.67,1
Noisettes entières,"carton,aluminium",sugary-snacks,e,21,37.6,47.2,8.9,1,0,47.63,-2.67,1
P'tit Biscuit pépites de Chocolat,"sachet,plastique",baby-foods,d,18,12.5,75.0,7.29,1,0,47.63,-2.67,1
NaturNes Carottes Lentilles Touche de Thym,"carton,pots,plastique",baby-foods,a,-4,0.8,6.2,2.0,1,0,47.63,-2.67,1
Papillotes Petits Mijotés façon méridionale,"sachet,papier",groceries,c,10,3.6,54.4,8.5,1,0,47.63,-2.67,1
Buitoni Lasagne alla Bolognese surgelate,scatola,plant-based-foods-and-beverages,c,3,7.2,14.0,4.9,0,0,47.63,-2.67,0
Tendre Noix Arrosto,"barquette,plastique",meats,c,5,3.0,0.5,21.0,4,0,48.53,7.72,1
Nescafé Dolce Gusto Chococino Caramel,"carton,dosette individuelle en plastique",breakfasts,e,23,10.9,68.5,10.1,1,0,47.63,-2.67,1
Lard Petit Déjeuner Fumé,"sous-vide,frais",meats,e,21,24.0,0.4,16.3,4,0,50.38,2.33,1
After Eight,"carton,plastique",sugary-snacks,e,21,35.0,50.0,5.3,1,1,47.63,-2.67,1
Die Backfrische Spargel Schinken mit Frühlingszwiebeln,"pappe,folie",frozen-foods,b,2,6.11,26.3,10.5,5,0,47.63,-2.67,1
Nescafé Double Choc Typ Cappucino,pappe,beverages,e,24,7.6,68.3,8.4,3,0,47.63,-2.67,1
Mon 1er Nesquik,"boîte,plastique",beverages,e,15,1.7,10.7,3.6,3,0,47.63,-2.67,1
Quality Street,"boite,métal",sugary-snacks,e,24,19.6,68.1,3.3,3,0,47.63,-2.67,1
Quality Street,plastique,sugary-snacks,e,25,19.6,68.1,3.3,3,1,47.63,-2.67,1
Chocapic Choco Noisette,"boite,carton,sachet,plastique",plant-based-foods-and-beverages,c,7,9.4,72.4,7.9,5,1,47.63,-2.67,1
Fraîch'Up Boeuf Bolognaise,"carton,surgelé",frozen-foods,b,1,5.8,27.6,10.2,2,0,47.63,-2.67,1
"Fraîch'Up Fromages Gourmands (Emmental, Edam, Mozzarella)","carton,surgelé",frozen-foods,c,10,9.0,27.6,11.9,4,0,47.63,-2.67,1
Ricoré,"plastique,sachet",beverages,e,11,1.64,5.12,3.44,1,0,47.63,-2.67,1
"Le Bon Paris, À l'Étouffée (6 Tranches)","frais,barquette et film plastique à jeter,sous atmosphère protectrice",fresh-foods,c,3,2.5,0.5,20.0,2,0,50.38,2.33,1
"Le Bon Paris, Plaisir & Légèreté (4 Tranches + 1 Gratuite)","frais,barquette et film plastique à jeter,sous atmosphère protectrice",fresh-foods,c,3,1.8,0.5,20.0,2,0,47.63,-2.67,1
"Tendre Noix, Supérieur (- 25 % de Sel) 6 Tranches","frais,barquette et film plastique à jeter,sous atmosphère protectrice",fresh-foods,c,3,2.8,0.5,20.0,3,0,48.53,7.72,1
Tendre Noix Broche -25% de sel,"barquette,plastique",meats,c,3,3.6,0.5,22.0,3,0,48.53,7.72,1
"Tendre Croque, Classique Jambon Fromage (Format Familial x 4)","frais,barquette et film plastique à jeter,sous atmosphère protectrice,frais",fresh-foods,d,13,13.0,27.0,12.0,13,1,50.38,2.33,1
Le Bon Paris à l'Étouffée,"barquette,plastique",meats,c,3,2.5,0.5,20.0,2,0,47.63,-2.67,1
Chocapic Choco Noisette,carton,plant-based-foods-and-beverages,c,7,9.4,72.4,8.1,5,0,47.63,-2.67,1
Frigor Cubes Cailler,boîte carton,sugary-snacks,e,22,36.5,51.1,6.0,1,0,47.63,-2.67,1
Cookie Crisp goût tout choco,"carton,sachet,plastique",plant-based-foods-and-beverages,c,8,3.6,77.7,7.2,5,1,47.63,-2.67,1
Grand Chocolat Pointe de 4 épices Noir,carton,sugary-snacks,e,19,32.5,47.5,6.6,1,0,47.63,-2.67,1
Maggi Jardiniere De Legumes,"sachet,plastique",beverages,d,7,0.2,4.9,0.5,2,0,47.63,-2.67,1
Coeurs coulants au chocolat,"carton,sachet plastique,sachet papier",sugary-snacks,e,20,20.1,67.3,4.9,1,0,47.63,-2.67,1
Piccolinis Pomodoro Mozzarella,"étui,film,point vert,tidyman wastebasket,pap,hdpe,recycle",frozen-foods,b,2,8.5,25.1,9.4,2,0,47.63,-2.67,1
Four à Pierre Royale,"carton,surgele,carton",frozen-foods,c,9,7.7,23.0,10.5,7,0,50.13,3.42,1
Honey Cheerios,"cardboard,plastic",plant-based-foods-and-beverages,c,8,2.9,75.1,8.4,1,0,47.63,-2.67,1
Nescafé® 3 en 1 - 18 g,"plastique,stick",beverages,e,30,12.9,78.0,2.6,6,0,47.63,-2.67,1
"Chocolat noir myrtilles, amandes et noisettes","papier,aluminium,feuilles papier et métal à recycler",sugary-snacks,e,19,36.0,41.7,7.7,1,0,47.63,-2.67,1
Chocolat noir cranberries amandes,"papier,aluminium",sugary-snacks,e,19,34.8,42.3,7.7,1,0,47.63,-2.67,1
"Chocolat Cranberries, Amandes et Noisettes","carton,aluminium",sugary-snacks,e,20,31.6,53.2,7.9,1,0,47.63,-2.67,1
"Les recettes de l'atelier Chocolat au lait Raisins, Amandes & Noisettes",papier,sugary-snacks,e,19,31.6,52.8,8.0,1,0,47.63,-2.67,1
Papillotes Petits mijotés saucisses façon campagnarde,"sachet,plastique",groceries,d,12,2.8,50.8,8.7,0,0,47.63,-2.67,0
Fraich'Up So Creamy Reine Blanche Buitoni,"boîte,carton,surgelé",frozen-foods,c,3,8.5,27.3,10.1,8,0,47.63,-2.67,1
Fraîch'Up Bacon & Oignons,"carton,surgelé",frozen-foods,d,11,10.5,27.2,9.8,5,0,47.63,-2.67,1
12 sticks Nesquik,"sticks,plastique,carton",breakfasts,d,11,3.0,79.6,5.0,4,0,47.63,-2.67,1
"Lardons, Fumés","frais,barquette,plastique,opercule,film plastique,sous atmosphère protectrice",fresh-foods,e,19,20.0,0.4,17.0,4,0,50.38,2.33,1
Lardons fumés (-25 % de sel),"barquette,plastique,frais,barquette,pièce",meats,d,18,20.0,0.4,17.0,5,0,50.38,2.33,1
"Lardons, Nature","frais,barquette et film plastique à jeter,barquettes détachables,sous atmosphère protectrice",fresh-foods,e,19,20.0,0.4,17.0,4,0,50.38,2.33,1
"Lardons, Fumés","frais,barquette et film plastique à jeter,barquettes détachables,sous atmosphère protectrice",fresh-foods,e,19,20.0,0.4,17.0,4,0,50.38,2.33,1
"Allumettes, Fumées (- 25 % de Sel)","frais,barquette et film plastique à jeter,barquettes détachables,sous atmosphère protectrice",fresh-foods,d,17,20.0,0.4,17.0,5,0,50.38,2.33,1
"Fines Tranches, Poitrine Fumée (7 Tranches Fines)","frais,barquette et film plastique à jeter,sous atmosphère protectrice,barquette",fresh-foods,e,21,24.2,0.4,16.3,4,0,50.38,2.33,1
"Fines Tranches, Poitrine Fumée (2 x 7 Tranches Fines)","frais,barquette et film plastique à jeter,sous atmosphère protectrice,frais",fresh-foods,e,21,24.2,0.4,16.3,4,0,50.38,2.33,1
Fines tranches Poitrine Nature,"barquette,film,plastique,sous atmosphère protectrice",meats,e,21,24.2,0.4,16.3,4,0,50.38,2.33,1
"Lardons, Nature","frais,barquette,plastique,opercule,film plastique",fresh-foods,e,19,20.0,0.4,7.0,4,0,50.38,2.33,1
Allumettes Nature,"frais,barquette et film plastique à jeter,barquettes détachables,sous atmosphère protectrice",fresh-foods,e,19,20.0,0.4,17.0,4,0,50.38,2.33,1
"Allumettes, Fumées","frais,barquette et film plastique à jeter,barquettes détachables,sous atmosphère protectrice",fresh-foods,e,19,20.0,0.4,17.0,4,0,50.38,2.33,1
Estrellitas saveur Galleta Maria,"carton,boite,sachet,plastique,etui",plant-based-foods-and-beverages,c,8,7.1,77.3,7.1,4,1,47.63,-2.67,1
Allumettes fumées Plaisir & Légèreté (-30% MG),"barquette,plastique",meats,d,16,14.0,0.6,17.0,4,0,50.38,2.33,1
Fraîch'Up Jambon Fromages Champignons Pesto,"boîte,carton,surgelé,plastique",frozen-foods,b,2,6.7,25.6,10.3,8,0,47.63,-2.67,1
Tendre Croque Chef - Pain aux céréales Poulet basquaise Fromage,"barquette,plastique",sandwiches,c,10,11.0,25.6,10.0,19,1,50.38,2.33,1
"Tendre Croque, Chef (x 2)","frais,barquette et film plastique à jeter,sous atmosphère protectrice",fresh-foods,c,10,12.0,24.0,10.5,15,1,50.38,2.33,1
Croissance 3,"brique,carton",dairies,b,2,3.0,8.9,1.6,7,1,47.63,-2.67,1
Ganache chocolat au lait,"feuille,métal,etui,carton",sugary-snacks,e,24,28.5,54.2,4.9,3,0,47.63,-2.67,1
Ganache chocolat noir Les Recettes de L'Atelier,"papier,aluminium",sugary-snacks,e,20,31.1,48.2,4.8,3,0,47.63,-2.67,1
"Le Bon Paris, à l'étouffée au Bouillon de Légumes","barquette,plastique,sous atmosphère protectrice",meats,c,3,2.5,0.5,20.0,2,0,48.53,7.72,1
La Grandiosa Regina Pesto,"surgelé,carton,boîte,plastique",frozen-foods,c,3,7.8,24.4,9.9,1,0,47.63,-2.67,1
"Pizza thon, oignons rouges, et persil","boîte,carton",frozen-foods,c,3,8.3,23.5,10.4,1,0,47.63,-2.67,1
Trésor de grand mère sablée,sachet,pie-dough,d,15,20.4,52.5,5.4,0,1,47.63,-2.67,0
Trésor de Grand Mère Brisée,"frais,papier de cuisson et film plastique à jeter,étui carton à recycler",fresh-foods,d,16,20.9,40.7,6.2,0,1,47.63,-2.67,0
Pâte feuilletée Trésor de Grand Mère,plastique,pie-dough,d,17,23.6,37.9,5.8,0,1,47.63,-2.67,0
Tarte en Or Sablée,"sachet,plastique,carton,frais",pie-dough,d,15,20.4,52.5,5.4,0,1,47.63,-2.67,0
"Tarte en Or, brisée","frais,cartons sous plastique",pie-dough,d,16,20.9,40.7,6.2,0,1,47.63,-2.67,0
Cône Vanille & Caramel - Chocolat Craquant - Extrême Les Sélections,"carton,surgelé,papier",desserts,d,11,9.8,23.8,2.0,10,1,47.63,-2.67,1
Tarte en Or feuilletée,"frais,plastique,frais",fresh-foods,d,17,23.6,37.9,5.8,0,1,47.63,-2.67,0
Cônes Extrême Chocolat Craquant - Vanille et Chocolat ,"carton,surgelé",desserts,d,15,14.3,35.8,3.5,11,1,47.63,-2.67,1
Espresso Noir,"papier,aluminium",sugary-snacks,e,19,34.4,44.0,6.9,1,0,47.63,-2.67,1
Cône Vanille Amandes caramélisées,"carton,surgelé,papier",desserts,d,13,11.3,39.8,3.5,9,1,47.63,-2.67,1
Chocolat noir dessert,"papier,aluminium,papier",sugary-snacks,e,21,34.7,50.6,4.9,1,0,47.63,-2.67,1
NaturNes Douceur de Petits Pois touche de menthe,"pots,plastique,carton",baby-foods,a,-3,1.1,6.0,1.9,0,0,47.63,-2.67,0
NaturNes Duo de Haricots à la tomate,"carton,pots,plastique",baby-foods,a,-1,1.1,6.1,0.8,0,0,47.63,-2.67,0
NaturNes Purée d'Aubergines,"pots,plastique",baby-foods,a,-1,1.1,7.0,0.8,0,0,47.63,-2.67,0
